cord_uid,type,sentence,sentence_tagged
uapxlnib,full_text,133,nitroxide//NN scavenge//VB free//JJ radical//NNS tissue//NN protect//VBG cell//NN macromolecule//NNS oxidative//JJ damage//NN 
uapxlnib,full_text,134,dpph//NN free//JJ radical//NN relative//JJ stability//NN attract//VB electron//NNS antioxidant//NN hydrogen//NN atom//NNS 
uapxlnib,full_text,135,determination//NN dpph//NN free//JJ radical//JJ scavenging//NN activity//NN base//VBN reduction//NN dpph//NN ethanol//NN solution//NN presence//NN hydrogen//NN supplying//NN antioxidant//NNS form//VBP radical//JJ form//NN formation//NN stable//JJ molecule//NNS 
uapxlnib,full_text,136,assay//NN accommodate//VB sample//NNS short//JJ period//NN sensitive//JJ detect//VB active//JJ ingredient//NNS low//JJ concentration//NNS 
uapxlnib,full_text,137,present//JJ study//NN free//JJ radical//JJ scavenging//NN capacity//NNS antioxidant//JJ compound//NNS present//JJ extract//NNS determine//VBN measure//VB hydrogen//NN donating//NN ability//NN reactive//JJ nitrogen//NN dpph//NN radical//NN specie//NNS 
uapxlnib,full_text,138,conclude//VBD compatibility//NN synergistic//JJ effect//NN 
uapxlnib,full_text,139,myp//NN exhibit//VBD synergistic//JJ antioxidant//JJ action//NN vitro//FW 
uapxlnib,full_text,140,antioxidant//NNS protect//VBP organism//NNS redox//NN reaction//NN inhibit//VBG generation//NN oxygen//NN anion//NNS scavenge//VBG free//JJ radical//NNS 
uapxlnib,full_text,141,lipid//NN peroxidation//NN chain//NN reaction//NN free//JJ radical//JJ formation//NN lipid//NN part//NNS cellular//JJ membrane//NNS induce//VBN addition//NN hydrogen//NN peroxide//NN ion//NNS 
uapxlnib,full_text,142,flavonoid//NNS protect//VBP membrane//NN damage//NN destruction//NN lipid//NN molecule//NNS suppress//VBD provoke//VBZ change//NNS cell//NN membrane//NN elasticity//NN morphological//JJ property//NNS 
uapxlnib,full_text,143,flavonoid//NNS scavenge//NN free//JJ radical//NNS inhibit//VBP lipid//NN peroxidation//NN induce//VBN hydroxyl//NN radical//NNS reduce//VBP transmission//NN automatic//JJ oxidation//NN chain//NN reaction//NN exert//VB antioxidant//JJ effect//NN body//NN protect//VB structure//NN function//NN cell//NN membrane//NN 
uapxlnib,full_text,144,polysaccharide//NNS act//VB electron//NN hydrogen//NN donor//NNS scavenge//VB hydroxyl//NN radical//NNS 
uapxlnib,full_text,145,directly//RB remove//VB ros//NN complex//NN metal//NN ion//NNS necessary//JJ ros//NN production//NN achieve//VB antioxidant//JJ effect//NN organism//NNS 
uapxlnib,full_text,146,present//JJ study//NN myp//NN significantly//RB improve//VB antioxidant//JJ function//NN mouse//NNS 
uapxlnib,full_text,147,antioxidant//JJ activity//NN fsi//NN yps//NN probably//RB polysaccharide//NNS total//JJ flavonoid//NNS combination//NN contribute//VB easy//JJ dissolution//NN absorption//NN effective//JJ ingredient//NNS 
uapxlnib,full_text,148,total//JJ flavonoid//NNS japonica//NN antioxidant//JJ renal//JJ protective//JJ function//NNS rutin//NN protect//VB ultraviolet//JJ b//NN radiation//NN alteration//NN microrna//NN expression//NN 
uapxlnib,full_text,149,ros//NN contain//VBP produce//VBN cellular//JJ aerobic//JJ metabolism//NNS enzyme//NN reaction//NNS mitochondrial//JJ respiratory//JJ chain//NN 
uapxlnib,full_text,150,highly//RB reactive//JJ molecule//NNS contain//VBG oxygen//NN modify//VB dna//NN protein//NNS 
uapxlnib,full_text,151,sod//NN catalase//NN cat//NN important//JJ antioxidant//JJ enzyme//NNS adjust//VB balance//NN biological//JJ system//NNS balance//VBN antioxidative//JJ defense//NN system//NN include//VBP sod//NN cat//NN normal//JJ condition//NNS 
uapxlnib,full_text,152,imbalance//NN oxidant//NNS antioxidant//NNS occur//VBZ oxidative//JJ stress//NN reach//VBN 
uapxlnib,full_text,153,sod//NN protect//VBP cell//NN oxidative//JJ damage//NN remove//VBG excessive//JJ mda//NN ros//NN 
uapxlnib,full_text,154,antioxidant//JJ process//NN effective//JJ component//NNS yps//NN fsi//NN tissue//NNS show//VBN 
uapxlnib,full_text,155,virus//NN infection//NN cause//VB ros//NN release//NN lead//VBZ oxidative//JJ stress//NN body//NN increase//VBZ sensitivity//NN host//NN cell//NNS factor//NNS result//VBG extensive//JJ damage//NN activate//VBZ phagocyte//NNS release//VBZ cytokine//NNS 
uapxlnib,full_text,156,influenza//NN viral//JJ infection//NN lead//VB destruction//NN body//NN oxidative//JJ balance//NN damage//VBG tissue//NNS cell//NNS oxidative//JJ stress//NN result//VBG change//NNS cell//NN membrane//NN structure//NN enzyme//NN inactivation//NN conducive//JJ release//NN influenza//NN virus//NN 
uapxlnib,full_text,157,mechanism//NN organ//JJ damage//NN cause//VBN large//JJ free//JJ radical//NNS produce//VBN extreme//JJ immune//JJ response//NN 
uapxlnib,full_text,158,yps//NN prevent//VB cure//VB influenza//NN virus//NN recognize//VBN promising//JJ antiviral//JJ drug//NN rna//NN virus//NNS include//VBG influenza//NN virus//NN 
uapxlnib,full_text,159,yps//NN inhibit//VBZ replication//NN influenza//NN virus//NN inactivate//VBZ virus//NN 
uapxlnib,full_text,160,rutin//NN inhibit//VB influenza//NN virus//NN affect//VBG monooxygenase//NN activity//NN widely//RB find//VBN flavonoid//NNS 
uapxlnib,full_text,161,myp//NN resist//VB scavenge//VBG free//JJ radical//NNS improve//VBG antioxidant//JJ activity//NN body//NN protect//VB tissue//NNS 
uapxlnib,full_text,162,combination//NN yps//NN fsi//NN treat//VB viral//JJ infection//NNS basis//NN free//JJ radical//JJ scavenging//NN capacity//NN 
uapxlnib,full_text,163,conclusion//NN result//NNS indicate//VBD therapeutic//JJ potential//NN myp//NN basis//NN free//JJ radical//JJ scavenging//NN capacity//NN vitro//FW vivo//FW 
uapxlnib,full_text,164,myp//NN promising//JJ potential//NN new//JJ antioxidant//JJ prescription//NN 
uapxlnib,full_text,165,ryh//NN ylz//NN design//VBD experiment//NN process//NN collect//VBD datum//NNS ryh//NN YNZ//NNP analyze//VBD datum//NNS RYH//NNP write//VBD manuscript//NN lz//NN polish//VBD article//NN LLP//NNP collect//VBD reference//NNS zxy//NN jcl//NN GNP//NNP fs//NN lz//NN suggestion//NNS wz//NN gs//NN coordinate//VBN technical//JJ support//NN hlf//NN participate//VBD coordination//NN study//NN review//VBD manuscript//NN 
uapxlnib,full_text,166,author//NNS read//VBN confirm//VBD final//JJ manuscript//NN 
uapxlnib,full_text,167,author//NNS claim//VBD conflict//NN interest//NN 
uapxlnib,full_text,168,work//NN support//VBN grant//NN miao//NN Department//NNP Science//NNP Technology//NNP Sichuan//NNP Province//NNP 
uv978oxl,full_text,0,describe//VBN human//NNS present//JJ pandemic//JJ result//VBZ progressive//JJ hyper//NN activation//NN inflammatory//JJ cell//NNS macrophage//NNS neutrophil//NNS lead//VBG SARS//NNP cytokine//NN storm//NN final//JJ stage//NNS 
uv978oxl,full_text,1,additionally//RB coagulopathie//NNS believe//VBN secondary//JJ endothelial//JJ cell//NNS infection//NN virus//NN element//NNS endothelial//JJ cell//NNS clearly//RB show//VBN 
uv978oxl,full_text,2,severe//JJ patient//NNS low//JJR circulate//VBG b//NN t//NN nk//NN cell//NNS endorse//VBG hypothesis//NN immune//JJ dysregulation//NN play//VBZ role//NN disease//NN severity//NN 
uv978oxl,full_text,3,pulmonary//JJ physiology//NN characterize//VBN regulate//VBN unique//JJ mixture//NN alveolar//JJ epithelial//JJ cell//NNS type//NN type//NN ii//CD resident//JJ immune//JJ cell//NNS 
uv978oxl,full_text,4,type//NN aec//NNS line//VBD alveolar//JJ space//NNS thin//JJ cytoplasm//NN efficient//JJ gas//NN exchange//NN accomplish//VBN type//NN ii//CD aec//NN addition//NN produce//VB surfactant//NN regulate//VBZ type//NN regeneration//NN homeostasis//NN 
uv978oxl,full_text,5,inflammation//NN interfere//VBZ dangerously//RB gas//NN exchange//NN efficacy//NN 
uv978oxl,full_text,6,resident//JJ alveolar//JJ macrophage//NNS ram//NN appear//VBZ central//JJ maintain//VBG pulmonary//JJ homeostasis//NN phenotype//NN actively//RB suppress//VBG local//JJ cellular//JJ immune//JJ response//NN phenotype//NN 
uv978oxl,full_text,7,new//JJ respiratory//JJ pathogen//NNS activate//VBP ram//NN acquire//VBP inflammatory//JJ phenotype//NN activate//VBP resident//JJ dendritic//JJ cell//NNS rdc//NN 
uv978oxl,full_text,8,pulmonary//JJ resident//JJ nk//NN cell//NNS rnk//NN peculiar//JJ quiescent//JJ phenotype//NN activate//VBN crosstalk//VB rdc//NN activation//NN migrate//VBP lung//NN draining//NN lymph//NN node//NNS initiate//VB t//NN b//NN cell//NN response//NN 
uv978oxl,full_text,9,article//NN protect//VBN copyright//NN 
uv978oxl,full_text,10,right//NNS reserve//VBD aging//NN adverse//JJ impact//NN pulmonary//JJ immunology//NN impact//NN nk//NN cell//NN function//NN result//VBZ increase//VBN susceptibility//NN tuberculosis//NN fungal//JJ bacterial//JJ infection//NNS secondary//JJ decrease//NN production//NN expression//NN natural//JJ activating//NN receptor//NNS nk//NN cell//NN immune//JJ senescence//NN contribute//VBZ high//JJR incidence//NN viral//JJ infection//NNS 
uv978oxl,full_text,11,nk//NN cell//NNS innate//JJ large//JJ granular//JJ lymphocyte//NNS capable//JJ lyse//VBG altered//JJ cell//NNS previous//JJ exposition//NN hallmark//NN presence//NN kir//NNS able//JJ inhibit//VB activate//VBP nk//NN cell//NNS activity//NN 
uv978oxl,full_text,12,self//NN normal//JJ cell//NNS spare//VBN nk//NN cell//NN lysis//NN kir//NN inhibitory//JJ receptor//NNS sense//VBP article//NN protect//VBN copyright//NN 
uv978oxl,full_text,13,right//NNS reserve//VBD infected//JJ patient//NNS decrease//NN number//NN circulate//VBG nk//NN cell//NNS predominant//JJ immune//JJ supressive//JJ lung//NN microenvironment//NN senescent//JJ disfunctional//JJ nk//NN cell//NNS probably//RB properly//RB activate//VBN 
uv978oxl,full_text,14,cancer//NN particularly//RB myeloid//JJ leukemia//NNS adoptive//JJ transfer//NN select//VBN activate//VBN nk//NN cell//NNS safe//JJ display//NN activity//NN 
uv978oxl,full_text,15,utilize//VBP ex//FW vivo//FW expansion//NN platform//NN base//VBN genetically//RB modify//VBN feeder//NN cell//NNS express//VBG membrane//NN bind//VBD give//VBZ rise//NN highly//RB activate//VBN clinical//JJ grade//NN bright//JJ bright//JJ nk//NN cell//NNS 
uv978oxl,full_text,16,recent//JJ interim//JJ analysis//NN phase//NN clinical//JJ trial//NN cell//NNS aml//NN result//NNS encouraging//JJ overall//JJ response//NN rate//NN orr//NN manuscript//NN preparation//NN infusion//NN related//JJ toxicity//NN 
uv978oxl,full_text,17,study//NN see//VBD unexpected//JJ favorable//JJ activity//NN subgroup//NNS patient//NNS cns//NN leukemia//NN severe//JJ infection//NN unsuspected//JJ pulmonary//JJ tuberculosis//NN aspergillosis//NN diagnose//VBN nk//NN cell//NN infusion//NN emergent//NN effect//NN hypoxia//NN symptom//NNS subside//VBG day//NNS emergency//NN 
uv978oxl,full_text,18,fact//NN lesson//NNS learn//VBN passive//JJ transfer//NN antibody//NNS convalescent//NN plasma//NN treat//VB infectious//JJ disease//NNS indicate//VBP well//RBR result//NNS transfer//NN early//RBR course//NN disease//NN 
uv978oxl,full_text,19,convalescent//JJ plasma//NN appear//VBZ effective//JJ clear//JJ severe//JJ patient//NNS overwhelming//JJ cytokine//NN storm//NN coagulopathy//JJ phase//NN prone//JJ benefit//NN 
uv978oxl,full_text,20,idea//NN stablish//VB adaptive//JJ immune//JJ response//NN early//RB possible//JJ end//NN attempt//VBP overcome//VB lung//NN immune//JJ suppression//NN infuse//VBG highly//RB activate//VBN cell//NNS believe//NN nk//NN cell//NNS infuse//VBN early//RB course//NN disease//NN timing//NN develop//VB robust//JJ immune//JJ adaptive//JJ response//NN key//JJ point//NN propose//VBN therapy//NN 
jybb5zwt,full_text,0,Dear//NNP Editor//NNP gastric//JJ tube//NN insertion//NN important//JJ aspect//NN management//NN patient//NNS diagnose//VBN covid//NN 
jybb5zwt,full_text,1,procedure//NN consider//VBN high//JJ risk//NNS potential//NN generate//VB aerosol//NNS 
jybb5zwt,full_text,2,recent//JJ recommendation//NNS Royal//NNP College//NNP Anesthetists//NNPS England//NNP nasogastric//JJ tube//NN placement//NN check//NNS use//NN critical//JJ care//NN setting//NNS response//NN reinforce//VBZ need//NN Chest//NNP radiograph//NN confirm//VB placement//NN 
jybb5zwt,full_text,3,publication//NN discourage//VBD practice//NN commonly//RB Whoosh//NNP test//NN purpose//NN 
jybb5zwt,full_text,4,risky//JJ term//NNS generate//VBG aerosol//NNS 
jybb5zwt,full_text,5,forget//VB importance//NN successful//JJ placement//NN gastric//JJ tube//NN single//JJ attempt//NN 
jybb5zwt,full_text,6,overall//JJ failure//NN rate//NN reason//NNS failure//NN expect//VBN increase//VBN pandemic//JJ 
jybb5zwt,full_text,7,repeat//VBN attempt//NNS lead//VB increase//VBN risk//NN exposure//NN get//VBG infected//JJ 
jybb5zwt,full_text,8,technique//NNS report//VBN literature//NN overcome//VB failure//NN increase//VB chance//NN pass//NN success//NN 
jybb5zwt,full_text,9,opinion//NN use//NN adequate//JJ size//NN Guedel//NNP airway//NN good//JJS strategy//NN lift//VB tongue//NN decrease//VB resistance//NN oropharynx//NN increase//VBP chance//NNS pass//VBG tube//NN report//VBD technique//NN useful//JJ technique//NN decrease//VBG procedural//JJ time//NN increase//VBG pass//NN success//NN minimize//VBG aerosol//NN generation//NN current//JJ scenario//NN 
ygq2hlj1,full_text,0,ophthalmologist//NNS routinely//RB examine//VBP patient//NNS face//VBP face//VB 
ygq2hlj1,full_text,1,appropriate//JJ use//NN personal//JJ protective//JJ equipment//NN ppe//NN key//JJ question//NN pandemic//JJ 
ygq2hlj1,full_text,2,feel//VBP useful//JJ share//VB experience//NNS Hong//NNP Kong//NNP case//NNS appear//VBD January//NNP SARS//NNP epidemic//NN significant//JJ impact//NN 
ygq2hlj1,full_text,3,foremost//RB controversial//JJ topic//NN universal//JJ masking//NN 
ygq2hlj1,full_text,4,early//RBR Center//NNP disease//NN Control//NNP Prevention//NNP cdc//NN Public//NNP Health//NNP England//NNP call//VBN general//JJ public//NN wear//VB mask//NNS ill//JJ 
ygq2hlj1,full_text,5,recommendation//NN mean//VBN discourage//VB hoarding//NN create//VBG inadvertent//JJ shortage//NN need//VBD 
ygq2hlj1,full_text,6,cultural//JJ preference//NNS desire//NN induce//VB panic//NN society//NN play//VBD role//NN policy//NN 
ygq2hlj1,full_text,7,compel//VBG argument//NNS universal//JJ masking//NN 
ygq2hlj1,full_text,8,authority//NNS backtrack//VBG reconsider//VBG stance//NN 
ygq2hlj1,full_text,9,cdc//NN April//NNP recommend//VBD citizen//NNS wear//VB cloth//NN mask//NNS public//JJ 
ygq2hlj1,full_text,10,let//VB examine//VB reason//NNS decision//NN 
ygq2hlj1,full_text,11,surgical//JJ mask//NNS design//VBN filter//VB fomite//NNS emanate//VBG wearer//NN example//NN aseptic//JJ surgery//NN health//NN care//NN worker//NNS preserve//VB sterile//JJ operating//NN field//NN 
ygq2hlj1,full_text,12,setting//NN pandemic//JJ increasingly//RB clear//JJ asymptomatic//JJ spreader//NNS play//VBP important//JJ role//NN 
ygq2hlj1,full_text,13,show//VBN infected//JJ case//NNS infectious//JJ median//NN day//NNS symptom//NNS appear//VBP infectious//JJ symptom//NN onset//NN 
ygq2hlj1,full_text,14,universal//JJ masking//NN help//NN surgical//JJ mask//NNS air//NN tight//JJ edge//NNS specifically//RB design//VBN protect//VB wearer//NN bioaerosol//NNS unlike//IN respirator//NNS 
ygq2hlj1,full_text,15,multiple//JJ study//NNS show//VBN offer//VB protection//NN wearer//NN 
ygq2hlj1,full_text,16,despite//IN air//NN tight//NN surgical//JJ mask//NN filter//VBZ significant//JJ portion//NN virus//NN inhale//VBN breath//NN 
ygq2hlj1,full_text,17,wearer//NN expose//VBN significantly//RB reduce//VBN infectious//JJ viral//JJ load//NN time//NNS average//JJ likely//JJ infected//JJ 
ygq2hlj1,full_text,18,situation//NN wearer//NN unfortunately//RB infected//JJ severity//NN illness//NN likely//JJ related//JJ inoculum//NN dose//NN 
ygq2hlj1,full_text,19,case//NNS influenza//NN show//VBN illness//NN severity//NN related//JJ initial//JJ infectious//JJ load//NN 
ygq2hlj1,full_text,20,prove//VBN virus//NN show//VBN SARS//NNP mers//NN coronaviruse//NNS make//VBG likely//JJ 
ygq2hlj1,full_text,21,evidence//NN Italy//NNP country//NNS high//JJ initial//JJ hospital//NN admission//NNS disproportionately//RB high//JJ death//NN rate//NNS medical//JJ staff//NN 
ygq2hlj1,full_text,22,mechanistic//JJ standpoint//NN surgical//JJ mask//NNS actually//RB provide//VB protection//NN bioaerosol//NNS wearer//NN surround//VBG people//NNS 
ygq2hlj1,full_text,23,medical//JJ grade//NN surgical//JJ mask//NNS capable//JJ filter//VBG bioaerosol//NNS short//JJ supply//NN form//NNS masking//NN filter//VB large//JJ droplet//NNS consider//VBN 
ygq2hlj1,full_text,24,addition//NN masking//NN reduce//VB chance//NN direct//JJ inoculation//NN virus//NN wearer//NN mouth//NN nose//NN inadvertent//NN touching//NN wearer//NN face//NN contaminated//JJ hand//NN 
ygq2hlj1,full_text,25,robust//JJ population//NN study//NNS empirical//JJ evidence//NN support//VBG universal//JJ masking//NN lack//VBG datum//NNS heterogeneous//JJ absence//NN evidence//NN equate//JJ evidence//NN absence//NN benefit//NN 
ygq2hlj1,full_text,26,outbreak//NN relatively//RB control//VBN area//NNS universal//JJ masking//NN practice//VBN Hong//NNP Kong//NNP Taiwan//NNP 
ygq2hlj1,full_text,27,effective//JJ reproductive//JJ number//NN number//NN secondary//JJ case//NNS infectious//JJ case//NN keep//VBN far//RB 
ygq2hlj1,full_text,28,notwithstande//VBG potential//JJ confounder//NNS circumstantial//JJ evidence//NN beg//VB consideration//NN implement//VB practice//NN globally//RB 
ygq2hlj1,full_text,29,postulate//VBN plummet//NN number//NN case//NNS seasonal//JJ flu//NN Hong//NNP Kong//NNP partly//RB universal//JJ masking//NN 
ygq2hlj1,full_text,30,benefit//NN relieve//VBG health//NN care//NN burden//NN stretched//JJ save//VBG resource//NNS covid//JJ patient//NNS understate//VBN 
ygq2hlj1,full_text,31,certainly//RB time//NNS shortage//NNS surgical//JJ mask//NNS reserve//VBN benefit//NN maximal//JJ health//NN care//NN worker//NNS sick//JJ patient//NNS 
ygq2hlj1,full_text,32,supply//NN secure//JJ adequate//JJ universal//JJ masking//NN recommend//VBN general//JJ public//NN 
ygq2hlj1,full_text,33,virus//NN continue//VBZ rampant//JJ 
ygq2hlj1,full_text,34,care//VB wait//VB randomized//JJ control//NN trial//NNS validate//VB benefit//NN universal//JJ masking//NN 
ygq2hlj1,full_text,35,life//NNS stake//NN absence//NN clear//JJ evidence//NN way//NN base//VB policy//NNS logic//NN common//JJ sense//NN circumstance//NN benefit//NN doubt//NN 
ygq2hlj1,full_text,36,mask//VBG staff//NN patient//NNS turn//VB important//JJ decision//NNS ppe//NN hospital//NN make//VBZ 
ygq2hlj1,full_text,37,note//NN department//NNS embrace//VBN practice//NN instal//VBG breath//NN guard//NNS slit//JJ lamp//NNS physical//JJ barrier//NNS 
ygq2hlj1,full_text,38,examine//VBG bedbound//NN patient//NNS ward//NNS portable//JJ slit//JJ lamp//NNS similar//JJ breath//NN guard//NNS light//JJ plastic//NN sheet//NNS instal//VBN 
ygq2hlj1,full_text,39,department//NN Hong//NNP Kong//NNP prioritize//VBZ preservation//NN ppe//NN 
ygq2hlj1,full_text,40,designate//VBN specific//JJ doctor//NN nurse//NN assistant//NN clinic//NN session//NN fully//RB gown//VBN 
ygq2hlj1,full_text,41,care//NN case//NNS day//NN 
ygq2hlj1,full_text,42,ensure//VB fairness//NN team//NN member//NNS turn//NNS rotate//VBG role//NN 
ygq2hlj1,full_text,43,practice//VBP extend//VBD usage//NN PPE//NNP session//NN soil//VBN aerosol//NN generating//NN procedure//NN perform//VBN 
ygq2hlj1,full_text,44,believe//VBP achieve//VBZ pragmatic//JJ balance//NN protect//VBG staff//NN save//VBG precious//JJ ppe//NN frontline//NN worker//NNS department//NNS 
y81k3wc0,full_text,0,number//NN novel//JJ respiratory//JJ virus//NNS identify//VBN human//JJ metapneumovirus//NN new//JJ human//JJ coronaviruse//NNS SARS//NNP show//VBN contribute//VB significantly//RB burden//NN acute//JJ respiratory//JJ infection//NNS ari//NNS 
y81k3wc0,full_text,1,new//JJ member//NN Parvoviridae//NNP family//NN name//VBN human//JJ bocavirus//NN hbov//NN similarity//NN bovine//JJ canine//NN parvovirus//NN discover//VBN random//JJ polymerase//NN chain//NN reaction//NN technique//NNS respiratory//JJ sample//NNS 
y81k3wc0,full_text,2,human//JJ bocavirus//NN find//VBN respiratory//JJ specimen//NNS group//NNS investigator//NNS worldwide//RB prevalence//NN range//VBG 
y81k3wc0,full_text,3,clear//JJ extent//NN hbov//NN cause//VBZ clinically//RB relevant//JJ disease//NNS study//NNS retrospective//JJ examine//VBG archival//NN respiratory//JJ sample//NNS previously//RB test//VBN respiratory//JJ virus//NNS different//JJ technique//NNS hbov//NN frequently//RB find//VBN 
y81k3wc0,full_text,4,large//JJR study//NN characterize//VB respiratory//JJ virus//NN infection//NNS hospitalize//VBN child//NNS test//VBN hbov//NN virus//NNS define//VB prevalence//NN hbov//NN Rome//NNP analysis//NN undertake//VBN distribution//NN demography//NN hbov//NN positive//JJ 
y81k3wc0,full_text,5,child//NNS year//NNS age//NN admit//VBD Umberto//NNP Hospital//NNP Pediatric//NNP Department//NNP Sapienza//NNP University//NNP Rome//NNP diagnosis//NNS asthma//NN bronchiolitis//NN bronchopneumonia//NN bronchitis//NN enrol//VBN study//NN parental//JJ consent//NN obtain//VBN 
y81k3wc0,full_text,6,study//NN approve//VBN institution//NN Ethics//NNP Committee//NNP 
y81k3wc0,full_text,7,exclusion//NN criterion//NN underlying//JJ medical//JJ problem//NN premature//JJ birth//NN congenital//JJ disease//NN cystic//JJ fibrosis//NN 
y81k3wc0,full_text,8,total//NN child//NNS test//VBN November//NNP patient//NNS admit//VBN hospital//NN median//JJ length//NN stay//NN day//NNS subject//VBN intensive//JJ care//NN 
y81k3wc0,full_text,9,nasal//JJ washing//NNS obtain//VBN time//NN hospital//NN admission//NN ml//NN sterile//JJ physiological//JJ saline//NN solution//NN inject//VBN nostril//NN collect//VBD syringe//NN 
y81k3wc0,full_text,10,sample//NNS deliver//VBN ice//NN hour//NNS virology//NN laboratory//NN arrival//NN need//VBN vortexe//VBN bead//NNS solve//VB mucus//NN μl//NN specimen//NN subject//VBN nucleic//JJ acid//NN extraction//NN Total//NNP Nucleic//NNP Acid//NNP Isolation//NNP kit//NN Roche//NNP Diagnostics//NNP Mannheim//NNP Germany//NNP 
y81k3wc0,full_text,11,reverse//JJ pcr//NN assay//NNS perform//VBN nucleic//JJ acid//NN extract//VBN nasal//JJ wash//NNS detect//VB hbov//NN respiratory//JJ virus//NNS nasal//JJ washing//NNS collect//VBN November//NNP October//NNP test//VBN hbov//NN retrospectively//RB 
y81k3wc0,full_text,12,specific//JJ assay//NNS influenza//NN b//NN respiratory//JJ syncytial//JJ virus//NN rsv//NN coronaviruse//VBZ adenovirus//NN rhinovirus//NN parainfluenza//NN virus//NNS piv//NN metapneumovirus//NN coronaviruse//VBZ describe//VBN previously//RB 
y81k3wc0,full_text,13,hbov//NN detection//NN publish//VBN pcr//NN assay//NNS amplifying//NN respectively//RB gene//NNS 
y81k3wc0,full_text,14,amplification//NN product//NNS positive//JJ sample//NNS clone//VBN Topo//NNP TA//NNP Cloning//NNP kit//NN invitrogen//NN Carlsbad//NNP usa//NN use//NN positive//JJ control//NNS pcr//NN 
y81k3wc0,full_text,15,amplify//VBN fragment//NNS purify//VBN sequence//VBN amplification//NN product//NNS sequence//VBN confirm//VBN true//JJ positive//NNS test//VBG aliquot//NN sample//NN 
y81k3wc0,full_text,16,sequence//NNS obtain//VBN hbov//NN positive//JJ sample//NNS align//VBN clustal//JJ w//NN European//NNP Bioinformatics//NNP Institute//NNP Heidelberg//NNP Germany//NNP 
y81k3wc0,full_text,17,test//NN apply//VBN compare//VB age//NN distribution//NN child//NNS significance//NN fix//VBN level//NN 
y81k3wc0,full_text,18,analysis//NN perform//VBN spss//NN spss//NN Chicago//NNP Illinois//NNP USA//NNP Windows//NNP 
y81k3wc0,full_text,19,nasal//JJ washing//NNS collect//VBN child//NNS hospitalize//VBN ari//NNS November//NNP child//NNS median//JJ age//NN month//NNS range//NN month//NNS 
y81k3wc0,full_text,20,result//NNS percentage//NNS virus//NN detection//NN show//VBN table//NN common//JJ agent//NN rsv//NN identify//VBN sample//NNS follow//VBN rhinovirus//NN find//VBN sample//NNS 
y81k3wc0,full_text,21,human//JJ bocavirus//NN detect//VBN respiratory//JJ sample//NNS harbor//VBD additional//JJ respiratory//JJ virus//NN 
y81k3wc0,full_text,22,human//JJ bocavirus//NN identify//VBN specimen//NNS take//VBN autumn//NN early//JJ summer//NN study//NN period//NN single//JJ infection//NN case//NNS group//VBN March//NNP January//NNP 
y81k3wc0,full_text,23,figure//NN show//VBZ age//NN distribution//NN percentage//NN child//NNS rsv//NN frequently//RB detect//VBN child//NNS p//NN comparison//NN test//NN virus//NN rhinovirus//NN influenza//NN rate//NNS infection//NN similar//JJ age//NN group//NNS 
y81k3wc0,full_text,24,human//JJ bocavirus//NN infection//NN show//VBD age//NN distribution//NN characterize//VBN high//JJS infection//NN rate//NNS month//NNS case//NN distribution//NN patient//NN age//NN test//NN p//NN hbov//NN versus//CC rsv//NN rhinovirus//NN influenza//NN p//NN hbov//NN versus//CC 
y81k3wc0,full_text,25,study//NN period//NN child//NNS hospitalize//VBN bronchiolitis//NN test//VBN positive//JJ virus//NN expect//VBN main//JJ agent//NN rsv//NN find//VBN child//NNS 
y81k3wc0,full_text,26,rhinovirus//NN present//JJ sole//JJ pathogen//NN case//NNS bronchiolitis//NN hbov//NN find//VBN sample//NNS total//JJ bronchiolitis//NN case//NNS rsv//NN 
y81k3wc0,full_text,27,interestingly//RB seven//CD case//NNS bronchiolitis//NN hbov//NN agent//NN identify//VBN occur//VBD 
y81k3wc0,full_text,28,child//NNS hospitalize//VBN pneumonia//NN viral//JJ pathogen//NN identify//VBN common//JJ agent//NN rsv//NN child//NNS rhinovirus//NN ranked//JJ second//NN child//NNS 
y81k3wc0,full_text,29,human//JJ bocavirus//NN detect//VBN child//NNS virus//NNS single//JJ infection//NNS occur//VBD March//NNP 
y81k3wc0,full_text,30,addition//NN single//JJ hbov//NN infection//NN detect//VBN atopic//JJ child//NN episode//NN wheezing//JJ bronchitis//NN 
y81k3wc0,full_text,31,sequence//NN datum//NNS hbov//NN identify//VBN single//JJ infection//NNS pneumonia//NN bronchiolitis//NN March//NNP respectively//RB align//VBN compare//VBN hbov//NN infection//NNS find//VBN period//NNS difference//NNS observe//VBN amino//NN acid//NN sequence//NNS 
y81k3wc0,full_text,32,November//NNP framework//NN ongoing//JJ study//NN immune//JJ response//NN respiratory//JJ virus//NNS venous//JJ sample//NNS take//VBN child//NNS hospitalize//VBN clinical//JJ diagnosis//NN bronchiolitis//NN 
y81k3wc0,full_text,33,plasma//NN sample//NNS child//NNS single//JJ infection//NNS rsv//NN test//VBN hbov//NN pcr//NN positive//JJ 
y81k3wc0,full_text,34,study//NN patient//NNS examine//VBN day//NNS recovery//NN respiratory//JJ symptom//NNS second//JJ nasal//JJ washing//NNS obtain//VBN 
y81k3wc0,full_text,35,second//JJ nasal//JJ washing//NNS child//NNS hbov//NN infection//NNS specimen//NNS test//VBN negative//JJ hbov//JJ pcr//NNS 
